_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
2.0464293847834738,-0.0045108498811721846,0.011519557778373914,-1.8911935260812416,0.381711,-1.95247,1.64142,-3.6637359812630168e-17,0.0117379,1.3527612978034541e-05,1.2529656514525414,0.0,50,1.0,0.0,-0.0232993,10,-0.041113864792253166,0.66666666666666663,1.411378866070486e-05,0.0011394,0.0038645643798238295,0.9994371282514074,6.42074,-2.3196407878882148,0.99460969797036147,0.1660013403141378
1.3439332793249825,-0.0071015524410478516,0.010244866275459858,-1.3081370435908066,0.368313,-1.64071,1.69821,-7.7715611723760953e-17,-0.00994112,1.3228809876404466e-05,0.83203841000795364,0.0,50,1.0,0.0,-0.00570449,20,-0.037563983019047689,0.44444444444444442,1.5626035507448882e-05,0.00028038,0.0022534186029207399,0.99953791354239929,6.42184,-3.4058943402743358,0.67999688093820276,0.078848729183452218
1.4531719065080422,0.00032232612371444733,0.010366314012993025,-2.1834894076519271,0.365897,-1.6773,1.44103,2.4424906541753446e-16,-0.061203,6.9648094339447945e-06,1.1885735839605331,1.1102230246251565e-16,50,1.0,1.1102230246251565e-16,-0.00812947,30,-0.15872647575072499,0.29629629629629628,1.0854014793487815e-05,0.000420809,0.0042451150600384376,0.99951387175399087,6.45781,-2.3249189408624606,0.59387382704745995,0.095025634316373744
1.5504553661808607,-0.0023399697899818437,0.010426964531062087,-1.0834736858086087,0.369948,-1.78419,2.00145,8.8817841970012525e-18,0.0360946,8.4445369286607724e-06,0.85876228511333463,2.2204460492503131e-16,50,1.0,2.2204460492503131e-16,-0.00749426,40,-0.053983785150646953,0.19753086419753085,9.6877948679680959e-06,0.000387669,0.0031682793107959345,0.99940015418044392,6.48294,-2.1473053217632723,0.63305242511293069,0.079687119438735771
1.6253441682400722,-0.004713008403446157,0.0099199070078883848,-1.0574099149236231,0.403447,-1.82079,2.01397,-5.3290705182007512e-17,-0.00116288,1.3599649933348873e-05,0.60060609281063082,0.0,50,1.0,0.0,-0.0263201,50,0.016856124244477574,0.13168724279835389,1.3669359884872904e-05,0.000960112,0.0016874663187538949,0.99967247810114757,6.51333,-2.1366703491885461,0.87450726911128285,0.059189701075410259
1.3282720659953264,-0.0036223154327575313,0.011097679283608554,-1.1525106096755102,0.35636,-2.33093,1.57264,-5.5511151231257827e-17,-0.00376451,1.0811239104166781e-05,1.0593213319778443,0.0,50,1.0,0.0,-0.00802515,60,0.016380110342505329,0.0877914951989026,1.329367136144646e-05,0.00036931,0.0034010995190455057,0.99936952654472544,6.55132,-3.3053314958224043,0.66544615706994292,0.0684676606359087
1.5906939189907099,-0.00059684813022613573,0.011953301381774813,-0.84595896362873613,0.393627,-2.0957,1.76416,7.882583474838611e-17,-0.055486,8.250696972725931e-06,1.2705661684274674,0.0,50,1.0,0.0,-0.00895804,70,0.03295942894222726,0.058527663465935069,8.3233922660517871e-06,0.00053072,0.0045436136747041443,0.99922449499523036,6.53781,-3.1568622064308185,1.0776106250279256,0.067145877528819356
1.7306723164348012,-0.0019097578525543229,0.009624083246817957,-1.0053609373038412,0.344719,-2.08168,1.87168,1.9317880628477724e-16,0.0431338,8.3923299706852888e-06,1.3500572055578233,0.0,50,1.0,0.0,-0.00837179,80,0.051616898679251039,0.039018442310623382,8.8765743604430982e-06,0.00019908,0.0040820842390613217,0.99962077508154157,6.55288,-1.9274576170997424,0.74949104595780691,0.068802455316034419
1.8073514804877469,-0.0056465067621669224,0.0089196110258346027,-1.6000721373128517,0.392417,-1.97498,1.6099,-8.4376949871511898e-17,0.0241855,1.1154646842566704e-05,0.79261131882667546,0.0,50,1.0,0.0,-0.0166888,90,0.036587461346684724,0.026012294873748922,1.182430048130875e-05,0.000865459,0.0020112345400109892,0.99966396414329894,6.56684,-2.2744402182190671,0.71591492218665342,0.072416245940446253
1.3869710806969846,-0.0046453860825354919,0.012524012562990723,-1.0207456828923591,0.349411,-1.8291,1.67191,3.019806626980426e-16,-0.0668266,1.4442675559774376e-05,0.83926757574081423,-4.4408920985006262e-16,50,1.0,-4.4408920985006262e-16,-0.0123036,100,0.01130260824755043,0.017341529915832616,1.4890446176352883e-05,0.000506163,0.002378202488060185,0.99954924939223488,6.60672,-2.7022183555638812,0.91354034421538988,0.062168990361174882
