_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
2.1321297460894759,0.0019310227036476153,0.0075876913316547927,-0.77275056095610317,0.368755,-1.40377,1.62394,-1.1102230246251565e-16,0.0533649,2.6502663855417388e-06,1.120240431278944,0.0,40,1.0,0.0,-0.0355745,20,0.01065140973495182,1.0,5.991048494744502e-06,0.00234556,0.0041248908083699682,0.99875296738353059,6.41466,-1.3518197888502543,0.90793791036802196,0.046040525973809011
2.6098668539293657,0.001869917809963228,0.0089044708870351409,-1.2851917318839541,0.386605,-1.88618,1.91457,0.0,0.0172468,2.9782698737339894e-06,1.1714353995397686,0.0,40,1.0,0.0,-0.0365204,40,0.00061789885449060108,1.0,3.1104247205100716e-06,0.00196218,0.0043877460752800145,0.99883684478475521,6.38582,-1.4610579397103973,1.2041331735217722,0.071286213436170073
1.7175164712874496,0.0016156139969825758,0.0076753993481397699,-0.98377397546748691,0.405939,-1.79751,1.60866,2.2204460492503132e-17,-0.026145,3.3779752487556882e-06,1.2272550892084837,0.0,40,1.0,0.0,-0.0537752,60,-0.011482364855814119,1.0,4.1493047757161184e-06,0.00209284,0.0045038264164514877,0.99892066378081634,6.39435,-1.5691167224044289,1.0295680177123376,0.059853828121815895
2.1595855596956586,0.0014526405930519117,0.0079215225756168427,-1.247961429094405,0.331386,-1.53115,1.75692,-8.8817841970012528e-17,-0.0182558,2.8238436818203759e-06,1.1362344399094582,-2.2204460492503131e-16,40,1.0,-2.2204460492503131e-16,-0.0187427,80,-0.017428997514044347,0.66666666666666663,2.8348085345776818e-06,0.00103641,0.0042567406172771046,0.99882339348002946,6.35882,-1.6649931130524116,0.55714602936572166,0.037928895110958434
2.0194232587783696,0.0021452412009239216,0.0076915341656655142,-1.3970539828940358,0.363981,-2.07069,2.05392,-1.1102230246251566e-17,-0.0521053,2.5911970712538227e-06,1.1740897879004479,0.0,40,1.0,-2.2204460492503131e-16,-0.0165013,100,-0.0083237424229763331,0.44444444444444442,2.9189847443519181e-06,0.00078392,0.004414323634505276,0.99876523533790507,6.29134,-1.4085686775785056,0.8655686469935604,0.048592380805694904
2.0945247241622864,0.0020868498086929338,0.0079446757774800127,-1.0344357298577289,0.346424,-1.40983,1.68077,-4.4408920985006264e-17,-0.00351027,2.6468666621969089e-06,1.198938213288784,0.0,40,1.0,0.0,-0.00929276,120,-0.0052536427243493168,0.29629629629629628,2.7137720307255554e-06,0.00053072,0.0045109575933218043,0.99877560791884135,6.24107,-1.4893543931776261,0.69785427126482868,0.038395772710755678
1.9232526226544173,0.0020342877507209794,0.0077746252708137103,-0.96382030302641497,0.371064,-1.988,1.55703,-4.4408920985006264e-17,0.0713658,2.922086424485943e-06,1.2012686207890511,0.0,40,1.0,0.0,-0.0170486,140,0.0092389698801153258,0.19753086419753085,2.9324574959964474e-06,0.000812769,0.0044799291421147094,0.99883711035775868,6.21651,-1.429849364638516,1.0602656950378329,0.04981630159702715
2.099503925178416,0.0020296636223793049,0.0089764149494469259,-1.2246560984766734,0.343421,-1.53096,1.72148,0.0,-0.0570413,3.7316423234289556e-06,1.2939036717638372,0.0,40,1.0,0.0,-0.0117844,160,-0.003318258654667497,0.13168724279835389,3.7317834611114395e-06,0.000430346,0.0048947448830981783,0.99896815986111531,6.18326,-1.4849277850180009,0.98935550424255247,0.053809425134733239
1.9962410995329798,0.0016472914814949051,0.0082509767632931545,-4.3043377527606248,0.340542,-1.71057,2.06676,2.2204460492503132e-17,-0.0520356,3.2775920840857158e-06,1.2354782551527024,2.2204460492503131e-16,40,1.0,2.2204460492503131e-16,-0.0163726,180,-0.1550936634204636,0.0877914951989026,3.3239074134729385e-06,0.000625134,0.0046018628019467035,0.99890405312186681,6.17751,-1.6296423506440512,1.3749895540882309,0.36637096187485624
1.6619296351391024,0.0019488143920898455,0.0074852124936878751,-1.53870821163492,0.339287,-1.34842,1.90462,-1.1102230246251566e-17,0.0295226,3.034401961831414e-06,1.234959590807557,0.0,40,1.0,0.0,-0.0149424,200,-0.12002600046693078,0.058527663465935069,3.1048279234706942e-06,0.000674248,0.0045799422764126255,0.99886292066482629,6.14444,-1.5066076009409459,1.1162010368233466,0.043323890883505335
1.6761176379021074,0.0020375683903694169,0.0078011219210922782,-1.1765103746481467,0.343546,-2.15267,1.57435,4.4408920985006264e-17,-0.000409631,3.1295704891108758e-06,1.2870515875518322,0.0,40,1.0,0.0,-0.0346153,220,-0.057321893574242194,0.039018442310623382,3.2109767642096888e-06,0.00138736,0.004820078339306642,0.99887852256731535,6.17457,-1.569763961249018,1.0934683252578714,0.046602505309180427
1.7355445818390476,0.00052537560462951704,0.007960716344416148,-1.3946968161815643,0.308627,-2.13237,1.94369,-3.3306690738754695e-17,0.026334,3.7434233508156951e-06,1.2493083253502846,3.3306690738754696e-16,40,1.0,2.2204460492503131e-16,-0.0286669,240,-0.032232968038636255,0.026012294873748922,3.8914109307049561e-06,0.00138235,0.0045718968793377317,0.99897237278630124,6.14909,-2.0879914426536055,0.95941537717002046,0.048760362263899501
1.9081074619632006,0.001838257014751436,0.0076893952749669623,-1.7097826194174657,0.336296,-1.93171,1.73413,-7.7715611723760953e-17,-0.0135185,2.8304529352773651e-06,1.1903709437698127,0.0,40,1.0,0.0,-0.012562,260,-0.041444473313347108,0.017341529915832616,3.1682037857876658e-06,0.000393629,0.0044579306563828176,0.99881802830558097,6.16595,-1.5557550686106427,0.94970999945434176,0.061477557378548722
2.0225029185516301,0.0019097128510475177,0.0084888464286923485,-1.6601010283677871,0.34061,-1.96552,1.79095,-1.1102230246251566e-17,0.0348104,3.4766511707339276e-06,1.2671655040234326,0.0,40,1.0,0.0,-0.013708,280,-0.012978027986657663,0.011561019943888411,3.4940280828937035e-06,0.000592232,0.0046888219422148584,0.99893631730475474,6.17736,-1.4889294978307672,0.91700607413652024,0.050784103182350132
2.0255468418330604,0.0018498235940933245,0.0081642594270408229,-1.5792033380372474,0.39012,-2.21792,1.46495,3.3306690738754695e-17,0.0321515,3.1739626514182252e-06,1.2224354062229394,-2.2204460492503131e-16,40,1.0,-2.2204460492503131e-16,-0.0438348,300,-0.040829141229410192,0.011561019943888411,3.4920968341225108e-06,0.00197983,0.0045242116472544187,0.99888725080912921,6.16973,-1.4987288519139261,0.84498128655687843,0.055573420682466755
2.0633741995117174,0.0020571848750114458,0.0088515911398455577,-0.72708416361286854,0.321803,-1.48366,1.84961,-3.3306690738754695e-17,0.0224892,3.6664642992301708e-06,1.3027280075475574,-2.2204460492503131e-16,40,1.0,-2.2204460492503131e-16,-0.0146687,320,-0.020224644733225969,0.0077073466292589404,3.6833799845014388e-06,0.000858068,0.0048672019515582409,0.99896282201349185,6.16141,-1.4671770292777906,0.99227504148419721,0.043218717886315643
1.7747965291300907,0.0020450031757354753,0.0082473935380578123,-0.73995835150286071,0.350249,-1.65523,1.71309,6.661338147750939e-17,0.000911725,3.684247531668076e-06,1.3087989687919617,0.0,40,1.0,0.0,-0.0343166,340,-0.018931750662672421,0.0051382310861726272,3.7274833173374891e-06,0.0013833,0.0048231226734630804,0.99896650370399276,6.14858,-1.4456249991504475,0.81070698674331276,0.038368273310215598
